port_code,port_name,country_code
GRAGM,Agia Marina,GR
GRAGA,Agria,GR
MMMNU,Moulmein,MM
USCDV,Cordova,US
TNLSK,La Skhirra,TN
CNLZO,Laizhou,CN
USSEW,Seward,US
CNLYA,Luoyuanwan,CN
CAPCA,Port Cartier,CA
CAPOW,Powell River,CA
GRAXD,Alexandroupolis,GR
PGNAP,Napa Napa,PG
PHNAS,Nasipit,PH
RUMCX,Makhachkala,RU
ZANGQ,Ngqura,ZA
CNBHT,Tieshan,CN
USHPW,Hopewell,US
CNYCG,Yancheng,CN
VEPAM,Pamatacual,VE
GRLAV,Lavrion,GR
GRMGR,Megara,GR
USKAM,Kalama,US
ARGHU,Gualeguaychu,AR
VESCA,San Carlos Island,VE
XZDHS,Dai Hung (STS),VN
VNDOH,Dong Hoi,VN
AOPAZ,Pazflor,AO
GBPEM,Pembroke Dock,GB
BHMIN,Mina Sulman,BH
USOSW,Oswego,US
VIPAX,Port Alucroix,VI
USCDY,Conneaut,US
CNXCU,Dongwu,CN
GRMLO,Milos Island,GR
USZZH,Northport,US
TZTGT,Tanga,TZ
AUBBG,Bing Bong,AU
CAYRH,Yarmouth,CA
RUPGN,Prigorodnoye,RU
VEPCU,Punta Cuchillo,VE
AUURN,Urangan,AU
AUUSL,Useless Loop,AU
EGRAB,Ras Budran,EG
"	GHTK",Takoradi,GH
USPIE,St Petersburg (Usa),US
ARAVD,Puerto Acevedo,AR
NORIV,Risavika,NO
RUSOC,Sochi,RU
CLSGR,Gregory Bay,CL
CLGYC,Guayacan,CL
AEULR,Umm Al Nar Petroleum Port,AE
ARPMY,Puerto Madryn,AR
CNFOS,Foshan,CN
AUCQP,Cape Flattery,AU
ARULA,San Julian,AR
TNZRZ,Zarzis,TN
AEDXB,Dubai,AE
AEKHL,Khalifa,AE
CNDAY,Daya Bay,CN
JPSOM,Soma,JP
USPSG,Petersburg,US
JESTH,St Helier,GB
SESTO,Stockholm,SE
"	GBST",Stornoway,GB
USCLM,Port Angeles,US
USORG,Orange,US
JPTBN,Tachibana,JP
PHTAC,Tacloban,PH
USPSY,Port Sulphur,US
AURDN,Risdon,AU
CNTAX,Taixing,CN
ARPUD,Puerto Deseado,AR
RUTMR,Temryuk,RU
AUAIR,Airlie Island,AU
USSRE,St Rose,US
ITVDL,Vado Ligure,IT
BRVDC,Vila do Conde,BR
RUVYS,Vysotsk,RU
SEWAL,Wallhamn,SE
CNCLJ,Chenglingji,CN
CAPRR,Prince Rupert,CA
CNXIP,Xingang,CN
GRSUD,Suda Bay,GR
JPYUR,Yura,JP
ITMFR,Manfredonia,IT
IDENO,Kuala Enok,ID
CAPRE,Prescott (Usa),US
CNCSX,Changsha,CN
AEKLB,Khor Kalba,AE
CNCZZ,Cangzhou,CN
CNCFD,Caofeidian,CN
GRSKA,Skaramanga,GR
GRSYS,Stylis,GR
AERKT,Ras Al Khaimah,AE
ALSAR,Sarande,AL
IDMBK,Muara Bangkong,ID
ALSHG,Shengjin,AL
AOMSZ,Namibe,AO
CNCZX,Changzhou,CN
CNCOZ,Chaozhou,CN
AUCLT,Cape Lambert,AU
AURAB,Rapid Bay,AU
XZOCA,Bayu-Undan,AU
UYCYR,Colonia,UY
UYLAP,La Paloma,UY
CABDF,Bedford,CA
AOPBN,Porto Amboim,AO
AOSOQ,Quinfuquena,AO
GRYLI,Yali Island,GR
GTPBR,Puerto Barrios,GT
CNMAC,Macun,CN
CNCIG,Chenjiagang,CN
CNCKG,Chongqing,CN
CNDAG,DALIAN,CN
CNDAX,Daxie,CN
ARASO,Arroyo Seco,AR
ARROC,Puerto Rocca,AR
ARPCO,Punta Colorada,AR
ARQQN,Quequen,AR
ARRGL,Rio Gallegos,AR
AUSKA,Skardon River,AU
AUSPB,Spring Bay,AU
CACPT,Canaport,CA
GRRHO,Rhodes,GR
ESCUR,Castro-Urdiales,ES
AUSTA,Stanley,AU
MOMFM,MACAO,MO
IDMPN,Muara Pantai Anchorage,ID
AUCPN,Cape Preston,AU
CNCYH,Haimen,CN
CNHSI,Huangshi,CN
AUCVQ,Carnarvon,AU
AUDRB,Derby,AU
AUPEX,Exmouth,AU
AUKTA,Karratha,AU
AUPBT,Port Botany,AU
AUPHU,Port Huon,AU
ESBRE,Escee,ES
CADAR,Dartmouth,CA
CNSYA,Sanya,CN
CNSHH,Shanhaiguan,CN
CNSWE,Shanwei,CN
GYGEO,"Georgetown, Guyana",GY
CNZHH,Zhenhai,CN
CNZSN,Zhongshan,CN
CWEMM,EMMASTAD,CW
CLBAG,Gregorio,CL
AUYAM,Yampi Sound,AU
BEBRU,Brussels,BE
BHSIT,Sitra,BH
BQKRA,Kralendijk,BQ
BRIGI,Itaguai,BR
BRITQ,Itaqui,BR
BRPOA,Porto Alegre,BR
BRSEP,Sepetiba,BR
CNHUD,Huludao,CN
CNHMN,HUMEN,CN
CNHZH,Huzhou,CN
CNJIX,Jiaxing,CN
CNJTG,JINGTANG,CN
JPTTJ,Tottori,JP
BRSPB,Sepetiba Bay,BR
CNJNS,Jinshan,CN
CNJIU,Jiujiang,CN
ESPSM,Puerto De Santa Maria,ES
CNLGY,Longyan,CN
CNLJK,Luanjiakou,CN
CNQAW,Qianwan,CN
CNTAO,Qingdao (formerly Tsingtao),CN
CNQZL,QUANZHOU,CN
FRBAS,Bassens,FR
GBEAM,Eastham,GB
CNSZH,Suzhou,CN
CNRZH,Rizhao,CN
CNXNA,Xinsha,CN
CNXYG,Xiuyu,CN
GBHUL,Hull,GB
GBTNM,Teignmouth,GB
HRPLE,Kardeljevo,HR
HRPLM,Plomin,HR
HRPUY,Pula,HR
HRSPU,Split,HR
HTPAP,Port-au-Prince,HT
GBBWK,Berwick Upon Tweed,GB
GBBID,Bideford,GB
IDSMQ,Sampit,ID
CNSHU,Shihu,CN
ESFUE,PUERTO DEL ROSARIO,ES
GBGVS,Gravesend,GB
"	CNTA",TAICANG,CN
FMPNI,Pohnpei Harbour,FM
FOFUG,Fuglafjordur,FO
IDBOA,Benoa,ID
JPHIC,Hitachinaka,JP
CNTZO,Taizhou,CN
GBSEA,Seaham Harbour,GB
CNTOJ,Tongjiang,CN
CNWUX,Wuxi,CN
FRAMS,Ambes,FR
CNXIN,Xinhui,CN
CNYJI,Yangjiang,CN
CNYGS,Yangshan,CN
GBRCS,Rochester,GB
CNZQG,Zhaoqing,CN
DKSTG,Stigsnaes,DK
FRLEH,Le Havre,FR
GBWOR,Workington,GB
GBXSS,Seal Sands,GB
GBSSS,Sharpness And Gloucester,GB
IDTPN,Tanjung Pemancingan,ID
DOPAL,Palenque,DM
DZTEN,Tenes,DZ
EEMUG,Muuga,EE
EGSUZ,Suez Port,EG
EHVIC,Dakhla,EH
ID OK,Offshore Karimun Besar (Tsa),ID
IDPGA,Pagerungan,ID
IDSSO,Pangkalan SPM; Susu,ID
IDSLG,Sibolga,ID
ESAGU,Aguilas,ES
ESEAS,San Sebastian,ES
ESTRF,Tarifa,ES
ESPAL,Palamos,ES
ESARI,Arguineguin,ES
ESESC,Escombreras,ES
ESGAN,Gandia,ES
ESJAV,Javea,ES
TRMUD,Mudanya,TR
ESMLN,Melilla,ES
GBGYS,Grays,GB
GGSPT,St Peter Port,GG
ESRIB,Ribadeo,ES
GBARD,Ardrossan (Uk),GB
IDBEN,Benete,ID
IDBKS,Bengkulu,ID
ESTOR,Torrevieja,ES
FIMTY,Mantyluoto,FI
GBAYR,Ayr,GB
GBBRK,Birkenhead,GB
GBBOW,Bowling,GB
GBBRX,Brixham,GB
IEGWY,Galway,IE
IEGRN,Greenore,IE
IEMOT,Money Point,IE
GBBHK,Bromborough,GB
GBBUC,Buckie,GB
GBMTH,Methil,GB
IDBIK,Biak,ID
IDMUB,Muara Berau Anchorage,ID
IDPAI,Paiton,ID
GBBTL,Burntisland,GB
GBCAN,Canvey Island,GB
XZSBY,Sibuko Bay,ID
GBCFG,Carrickfergus,GB
Coryt,Coryton,GB
GBDTM,Dartmouth (Uk),GB
IDTAB,Taboneo Anchorage,ID
TRORD,Ordu,TR
ITCTA,Catania,IT
IDPKS,Pangkalan Susu,ID
IDPKU,Pekanbaru,ID
GBFIS,Fishguard,GB
GBFLE,FLEETWOOD,GB
IDSGQ,Sangatta,ID
IDJOR,Jorong,ID
GBFRB,Fraserburgh,GB
GBGTN,Garston,GB
GBGOO,Goole,GB
USHOM,Homer,US
ARPBG,Puerto Belgrano,AR
INMAP,Machilipatnam,IN
INMDA,Magdalla,IN
GBHYM,Heysham,GB
GBHDD,Howdendyke,GB
GRIKL,IRAKLION,GR
GRPME,Pachi,GR
IDBUN,Buatan,ID
IDUPG,Ujung Pandang (formerly Macassar),ID
TRRIZ,Rize,TR
GUAPR,Apra Harbor,GU
IDADB,Adang Bay ,ID
IDIAM,Asam Asam,ID
IDBJU,Banyuwangi,ID
IDBUR,Batu Ampar,ID
IDBIR,Biringkasi,ID
IDKSO,Kalbut Situbondo,ID
IEDRO,Drogheda,IE
IDFKQ,Fak-Fak,ID
IDGEB,Gebe Island,ID
IDGTO,Gorontalo,ID
IDJKT,Jakarta,ID
IDDJB,Jambi,ID
IDDJJ,Jayapura,ID
IDKDI,Kendari,ID
IEROE,Rosslare Europort,IE
IDPTO,"Okha, India",IN
TRTGT,Toros,TR
TVFUN,Funafuti,TV
TWAPG,Anping,TW
IRCYT,Soroosh,IR
IDKUM,Kumai,ID
IDMAK,Makassar,ID
IDMLI,Malili,ID
IDMDC,Manado,ID
IDMGB,Manggis,ID
TRYAL,Yalova,TR
TRYAR,Yarimca,TR
IDMKW,Manokwari,ID
ITTOA,Torre Annunziata,IT
IDMKQ,Merauke,ID
"	IDME",Meulaboh,ID
UAKIA,Kiliya,UA
ITCHI,Chioggia,IT
NOSLA,Sola,NO
IDKID,Port Kijang,ID
KRBUK,Bukpyung,KR
IDSTU,Satui,ID
ISREY,Reykjavik,IS
MYKUN,Kunak,MY
PHLUG,Lugait,PH
IDTMH,Tanah Merah,ID
INBLK,Belekeri,IN
INDHP,Dabhol,IN
INDHU,Dahanu,IN
INDMT,Dharamtar,IN
INDIG,Dighi,IN
INJAK,Jakhau,IN
INJGA,JAMNAGAR,IN
JPMAR,Marugame,JP
INMDV,Mandvi,IN
INMDK,Muldwarka,IN
JPHHR,Higashi Harima,JP
INPNY,Pondicherry,IN
INOKH,Port Okha,IN
UARNI,Reni,UA
INRTC,Ratnagiri,IN
IQBSR,Basrah,IQ
INRED,Redi,IN
JPMNG,Matsunaga,JP
PMFSP,St Pierre,MQ
INRVD,Revdanda,IN
JPABA,Abashiri (Jap),JP
JPKAI,Kainan,JP
ITTPS,Trapani,IT
JPTSU,Tsumatsusaka (Tsu),JP
ITMDC,Marina de Carrara,IT
IRRBA,Ras Bahregan,IR
IRBUZ,Bushire,IR
IRKHO,Khorramshahr,IR
IRBSR,Bandar e Shahid Rajai,IR
ISGRT,Grundartangi,IS
ISHAF,Hafnarfjordur,IS
JMLUC,Lucea,JM
JPHKR,Hikari,JP
THCHU,Chumphon,TH
THSBP,Siam Bangkok Port,TH
TRTUZ,Tuzla Dockyard,TR
TWSUO,Su-Au Kang,TW
JPBPU,Beppu,JP
JPFNB,Funabashi,JP
JPKNZ,Kanazawa (Jap),JP
JPKNM,Kanmon,JP
CABEC,Becancour,CA
JPHMD,Hamada,JP
JPHAN,Hannan,JP
JPHAS,Hashihama,JP
VESFX,San Felix,VE
JPHRA,Hirao,JP
CABEL,Belledune,CA
ITSAL,Salerno,IT
ITSPA,Santa Panagia,IT
ITTRI,Termini Imerese,IT
JPSDU,Sodegaura,JP
PWROR,Malakal,PW
JPKMI,Miyazaki,JP
JPHRO,Hiro,JP
ITOLB,Olbia,IT
JPKDA,Kishiwada,JP
JPKKJ,Kitakyushu,JP
JPKCZ,Kochi,JP
JPONX,Onomichi,JP
PHDGT,Dumaguette,PH
MXPMD,Puerto Madero,MX
JPIMB,Imabari,JP
JPIMI,Imari,JP
JPINS,Innoshima,JP
PAPLP,La Palma,PA
JPITO,Itozaki,JP
ITOTN,Ortona,IT
ITOTO,Otranto (Pilots),IT
JPIZS,Izumisano,JP
JPZAJ,Tamashima,JP
JPKSA,Kasaoka,JP
KYCYB,Cayman Brac (Creek Bay),KY
JPKWZ,Kashiwazaki (Jap),JP
NOFFD,Flekkefjord,NO
NOGTD,Grimstad,NO
NOHAN,Halvorshavn,NO
JPKSN,Kesennuma (Jap),JP
NOSKE,Skien,NO
JPKIJ,Niigata-Nishi,JP
JPMII,Miike,JP
NOHOR,Horten,NO
JPMJR,Mitajiri,JP
JPSTO,Sakito,JP
JPTGO,Tagonoura,JP
THPCT,Petchburi,TH
USSIB,Silver Bay,US
JPMYK,Miyako,JP
NOSPG,Sarpsborg,NO
JPNAZ,Naze,JP
SAMPL,Sample One,JP
USEPM,Eastport (Me),US
USESX,Eddystone,US
JPSHN,Shingu,JP
JPOKA,Okinawa,JP
JPOTK,Otake,JP
JPSAG,Saganoseki,JP
JPSAE,Saiki,JP
JPTKM,Takuma,JP
JPTAE,Tanabe,JP
KIFIS,Fanning Island,KI
KITRW,Tarawa Atoll,KI
KNBAS,Basseterre,KN
CACHR,Chandler,CA
CACHA,Charlottetown,CA
PHMNL,Manila,PH
IELMK,Limerick,IE
JPTOK,Tokachi,JP
JPTKA,Tokai,JP
MZUEL,Quelimane,MZ
KWKWM,Khor Al Mufatta,KW
JPTND,Tonda,JP
KPWON,Wonsan,KP
KRBOR,Boryeong,KR
PHGIN,Gingook,PH
"	PRGU",Tallaboa Bay,PR
NORAF,Rafnes,NO
KRCHA,Jeju,KR
KROKP,Okpo,KR
JPOMU,Omuta,JP
LYMTH,Mellita,LY
NORIS,Risor,NO
OMSLL,Salalah,OM
LBCHK,Chekka,LB
LBSEL,Selaata,LB
LCVIF,Vieux Fort,LC
LKJAF,Jaffna,LK
LKKNK,Kankesanturai,LK
BMBDA,"Hamilton, Bermuda (U.K.)",BM
LRCPA,Cape Palmas,LR
LRGRE,Greenville,LR
JPTKT,Taketoyo,JP
KHKOS,Sihanoukville,KH
PGKIM,Kimbe,PG
LVSKU,Skulte,LV
MXPAJ,Pajaritos,MX
MYBGK,Bunga Kekwa,MY
NLVLA,Vlaardingen,NL
LYABK,Abu Kammash,LY
CACHV,Churchill,CA
UYPTP,Punta Pereira,UY
NOIKR,Ikornes,NO
PELOB,Punta Lobitos,PE
MXACA,Acapulco,MX
MXCPE,Campeche,MX
NLSVG,Sas Van Ghent,NL
LYZUA,Zuara,LY
MCMON,Monaco,MC
PEATI,Atico,PE
PECAB,Cabo Blanco,PE
PECON,Conchan,PE
MYBWH,Butterworth,MY
CAWHH,Whiffen Head,CA
MEBIJ,Bijela,ME
NOAND,Aandalsnes,NO
METIV,Tivat,ME
MGEHL,Port Dehoala,MG
NCNEP,Nepoui,NC
MGPSL,Port Saint Louis,MG
MGTOA,Toamasina,MG
MYLGK,Langkawi,MY
USTHB,Two Harbors,US
NOKRV,Knarrevik,NO
NOLOD,Lodingen,NO
MYTOD,Tioman Anchorage,MY
MHKWA,Kwajalein,MH
MMBSX,Bassein,MM
JPKMJ,Kumamoto,JP
JPMTS,Matsuura,JP
JPMUT,Mutsu Ogawara,JP
MYPGG,Pengerang,MY
MYPRA,Prai,MY
MXPVN,Punta Venado,MX
MXSJC,San Juan De La Costa,MX
MXSMI,San Marcos,MX
MXSRL,Santa Rosalia,MX
USUAC,Bristol (Usa),US
PAAGD,Aguadulce,PA
MZPEB,Pebane,MZ
NCKOU,Kouaoua,NC
NCPOR,PORO,NC
NCVAV,Vavouto Port,NC
NGAPP,Apapa,NG
NGBOT,Bonga,NG
NZPOE,Port Chalmers,NZ
NZTHH,Taharoa,NZ
NZWAG,Wanganui,NZ
NGBUR,Burutu,NG
CASUM,Summerside,CA
CASYD,"Sydney, N.S., Canada",CA
TRDIK,Dikili,TR
TRDYL,Dortyol,TR
USBAY,Bayonne (Nj),US
NGOKR,Okrika,NG
NGOKW,Okwori Opl 90,NG
NGTIN,Tin Can Island,NG
KNNEV,"Charlestown, (Nevis Is.), St. Kitts",KN
PHMSC,Masinloc,PH
PHMXI,Mati,PH
NOLIL,Lillesand,NO
SESTU,Stugsund,SE
NIPUZ,Puerto Cabezas,NI
NISJS,San Juan Del Sur,NI
NLROZ,Rozenburg,NL
KRTJI,Tangjin,KR
TRFAS,Fatsa,TR
USATR,Atreco,US
LBQJN,Jounieh,LB
UAIZM,Izmail,UA
PHQUE,Quezon,PH
SEVVK,Vastervik,SE
NOHUS,Husnes,NO
NOKAS,Karmsund,NO
NOKRA,Kragero,NO
LRHAR,Harper,LR
NOKVD,Kvinesdal,NO
QAHMD,Hamad Port ,QA
SJLYR,Longyearbyen,NO
NOMOL,Molde,NO
NOMOS,Mosterhamn,NO
NOSRA,Sorreisa,NO
NOTHA,Thamshavn,NO
SEUTA,Utansjo,SE
SEVAJ,Vaja,SE
NZOPX,Opua,NZ
NOTVE,Tvedestrand,NO
OMMCT,Muscat,OM
NOTSX,Tyssedal,NO
MARBA,Rabat,MA
MA PT,Tanger-Mediterranee,MA
MGTMM,Tamatave,MG
MGTLE,Tulear,MG
MXCME,Ciudad Del Carmen,MX
MYJHB,Johore Bahru,MY
PEEEN,Eten,PE
NOASV,Austevoll,NO
CA SS,Sault Ste. Marie,CA
NZPCN,Picton,NZ
PABOC,Bocas Del Toro,PA
PACSO,Coco Solo North,PA
REREU,Port Reunion,RE
ROBRA,Braila,RO
ROSUL,Sulina,RO
CASEI,Seven Islands,CA
PEHCO,Huacho,PE
NLMSL,Maassluis,NL
USPLL,Port Allen (Haw),US
CKAIT,Aitutaki Is.,CK
SARAZ,Ras Al Khair,SA
PEPMC,Pampa Melchorita,PE
PEPMT,Pimintel,PE
"	PESU",Supe Bay,PE
PGGUR,Alotau,PG
SEKUB,Kubikenborg,SE
PGKVG,Kavieng,PG
NOHOL,Holmestrand,NO
RUPKC,Petropavlovsk,RU
USDLH,Duluth-Superior,US
PGKIE,Kieta,PG
USSKY,Sandusky,US
YTLON,Longoni,YT
PKGWD,Gwadar,PK
BRMGU,Munguba,BR
BRNAT,"Natal, Brazil",BR
SESKE,Skelleftehamn,SE
ZAZBA,Coega,ZA
PGLOR,Lorengau,PG
CASOR,Sorel,CA
CGPNR,"Pointe Noire, Congo, Rep. of",CG
TRFET,Fethiye,TR
USUDE,Burnside,US
TRGEL,Gelibolu,TR
PGVAI,Vanimo,PG
PRPNU,Puerto Nuevo (Puerto Rico),PR
PHALC,Alcoy,PH
PKQCT,Muhammad Bin Qasim,PK
PHMBT,Masbate,PH
PHOLO,Olongapo,PH
PLKOL,Kolobrzeg,PL
USPEA,Pearl Harbour,US
OMRAY,Mina Raysut,OM
PHAPR,Aparri,PH
BRGUA,Guamare,BR
BRIOS,Ilheus,BR
PHJPM,Jose Panganiban,PH
VN CR,Ba Ngoi,VN
PHBPH,Bislig,PH
USPBG,Pittsburg (Ca),US
SEKLI,Klintehamn,SE
BRIBB,Imbituba,BR
PRPJO,Aguirre,PR
PHJOL,Jolo,PH
USBUF,Buffalo,US
PHLIC,Legazpi,PH
PFPPT,Papeete,PF
PGMAS,Manus Island,PG
CASQA,Squamish,CA
AEAJM,Ajman,AE
PHTBG,Tabangao,PH
USMNM,Menominee,US
PTCNL,Canical,PT
PHPLC,Polloc,PH
THPKK,Bangsaphan,TH
PHPPS,Puerto Princesa,PH
SDSWA,Suakin,SD
PHRXS,Roxas,PH
PKBQM,Port Muhammad Bin Qasim,PK
PTFAO,Faro,PT
PHSCA,San Carlos (Philippines),PH
PHSFE,San Fernando,PH
TTCHA,Chaguaramas,TT
PHTTO,Taganito,PH
PHSNG,Sangi,PH
PTFDF,Figueira Da Foz,PT
PTOPO,Oporto,PT
PTVRL,Vila Real De Santo Antonio,PT
AEMKH,Mina Khalid,AE
PHSMA,Santa Maria (Philippines),PH
PHSUG,Surigao,PH
PHTBC,Tabaco,PH
PHTGO,Tagoloan,PH
PHTLD,Toledo (Philippines),PH
REPDG,Pointe Des Galets,RE
PRGUX,Guanica,PR
PHMNN,Manila - Harbour Centre,PH
PHMNS,Manila - South Harbour,PH
THKBV,Krabi,TH
ROGAL,Galati,RO
RUSAK,Aleksandrovsk Sakhalinsky,RU
INSTV,Surat,IN
BRPOU,Ponta Ubu,BR
RUAMV,Amderma,RU
RUAZO,Azov,RU
QA ME,Mesaieed,QA
STTMS,Sao Tome,ST
RERUN,Port Est; Reunion Port,RE
USZMV,Melville,US
CNYNT,Yantai,CN
CASJF,"St John""s, Newfoundland, Canada",CA
CASTV,Stephenville,CA
BRMCZ,Maceio,BR
RUBOS,Boshnyakovo,RU
RUDUD,Dudinka,RU
RUIAA,Igarka,RU
SEVAL,Vallvik,SE
BRPEC,Pecem,BR
RUMVO,Moskalvo,RU
SARAM,Ras Al Mishab,SA
BRSAN,Santana,BR
CLCLR,Caleta Clarencia,CL
TGKPE,Kpeme,TG
USHTD,Huntington Beach,US
RUOYE,OKTYABRSK,RU
RU VA,Varandey,RU
USCZS,Chelsea,US
RUONG,Onega,RU
SNKLC,Kaolak,SN
USEZA,Elizabeth (Nj),US
THURT,Surat Thani,TH
RUPWE,Pevek,RU
USRWC,Redwood City,US
CLCLD,"Caldera, Chile",CL
TRGCK,Gocek,TR
RUPVS,Provideniya,RU
TTLAB,La Brea,TT
RURND,Rostov-Na-Donu,RU
SEHUS,Husum,SE
SBXYA,Yandina,SB
RUSAB,Sabetta,RU
RUSHA,Shakhtersk,RU
RUSOK,Sovetskaya Gaven,RU
RUTAM,Taman,RU
RUUGL,Uglegorsk,RU
RUZAR,Zarubino,RU
VNVCA,Can Tho,VN
USRSF,Reserve,US
USREZ,Revere,US
SEKHN,Kristinehamn,SE
SELDK,Lidkoping,SE
SELOU,Loudden,SE
SEMSD,Marstrand,SE
USBOH,Bohemia,US
SESAE,Sandarne,SE
SESFT,Skelleftea,SE
SEVBY,Visby,SE
SENCS,Nacka - Bergs Oil Harbour,SE
SGJUR,Jurong Marine Base,SG
SGSCT,Keppel Harbour,SG
SHASC,Ascension Island,SX
SEMON,Monsteras,SE
SERNB,Ronneby,SE
SERUV,Rundvik,SE
SNZIG,Ziguinchor,SN
INCOK,Cochin,IN
INDAH,Dahej,IN
INHAL,Haldia,IN
JPNNO,Nanao,JP
PGLAE,Lae,PG
IDBXT,Bontang,ID
TRBTN,Bartin,TR
INPAV,Pipavav,IN
INPBD,Porbandar,IN
INTUT,Tuticorin,IN
MYPGU,Pasir Gudang,MY
TMKRW,Turkmenbashi,TM
BSOCE,Ocean Cay,BS
TNTUN,Tunis,TN
USASX,Ashland,US
TRBXN,Bodrum,TR
TRDAR,Darica,TR
UAYAL,Yalta,UA
USGHR,Aberdeen (Usa),US
ARPLO,Punta Loyola,AR
USBTH,Bath,US
USBCY,Bay City,US
USHNH,Hoonah,US
USCCJ,Cape Charles,US
USFEB,Fernandina,US
USOYF,Coeymans,US
USCRM,Crockett,US
USDEX,Deer Park,US
USKES,Kenner,US
USOTZ,Kotzebue,US
CATOR,Toronto,CA
USERI,Erie,US
USEKA,Eureka,US
BNKUB,Kuala Belait,BN
VEARA,Araya,VE
VEBOC,Boca Grande (Ven),VE
CAVLF,Valleyfield,CA
USFPR,Fort Pierce,US
USGPK,Galena Park,US
USGGE,Georgetown (Sc),US
USGRB,Green Bay,US
USPHX,Phoenix,US
USPTT,"Port Allen, Louisiana, U.S.A.",US
AWORJ,Oranjestad,AW
AWAUA,Barcadera,AW
USHQM,Hoquiam,US
USHYG,Hydaburg,US
SHSHN,Jamestown,US
USFOC,Port Fourchon,US
BEBGS,Bruges,BE
USJOA,Johnston Island Harbor,US
USJNU,Juneau,US
ARPGV,Puerto Galvan,AR
VNDQT,Dung Quat Petroleum Port,VN
BRTMT,Trombetas,BR
COCIE,Cienaga,CO
BSSRP,South Riding Point,BS
USMTM,Metlakatla,US
USSUT,Sunny Point,US
USTVC,Traverse City,US
USLMO,Morgan City,US
VNGDA,Go Dau,VN
USMLG,Moss Landing,US
USMKG,Muskegon,US
USNNK,Naknek,US
USNIJ,Nawiliwili,US
USNPT,Newport (Ri),US
USOGS,Ogdensburg,US
USOL2,Oleum,US
USOLM,Olympia,US
GQLUB,Luba,GQ
ISNES,Neskaupstadur,IS
ISVES,Vestmannaeyjar,IS
CLHSO,Huasco,CL
CLLQN,Lirquen,CL
VELEC,Bulkwayuu,VE
USPIS,Port Isabel,US
USSPQ,San Pedro Calif,US
USPLV,Port Lavaca,US
USPMV,Port Mackenzie,US
USLUA,Port Of South Louisiana,US
USPRJ,Port Royal (Sc),US
USSAB,Sabine,US
USSBA,Santa Barbara,US
USSEL,Selby,US
USXLX,Stamford (Ct),US
VELSP,Las Piedras,VE
VNNGT,Nghe Tinh,VN
CNLIH,Lianhuashan,CN
VEPLA,Palua,VE
CLSAI,"San Antonio, Chile",CL
USTTN,Trenton,US
BRBVS,Breves,BR
CAGOO,Goose Bay,CA
CAHAM,"Hamilton, Ontario, Canada",CA
CAHMC,Harmac,CA
USWQF,Whittier,US
USWRG,Wrangell,US
USWVF,Wrightsville,US
IDPLA,Plaju,ID
USYAK,Yakutat,US
VEGUI,Guiria,VE
VEPHO,Puerto De Hierro,VE
VEPSU,Puerto Sucre,VE
CAHOD,Holyrood,CA
VNXNG,Quang Ngai,VN
CNNBO,Ningbo,CN
CNNGB,Ningbo,CN
YESAL,Saleef,YE
YTDZA,Dzaoudzi,YT
CLTAL,Talcahuano,CL
TWKEL,Keelung,TW
AUPST,Port Stanvac,AU
AUPTJ,"Portland, Vic., Australia",AU
CNHUA,Huangpu (formerly Whampoa),CN
SRMOJ,Moengo,SR
"	SRSM",Smalkalden,SR
USHR3,Hampton Roads,US
VNDNA,Dong Nai,VN
VNNGH,Nghi Son,VN
CNTXG,Tianjin Xingang,CN
